date,closeprice
2018-5-17,8266.0376
2018-5-18,8367.6648
2018-5-21,8402.9056
2018-5-22,8368.4793
2018-5-23,8251.0257
2018-5-24,8197.8942
2018-5-25,8192.9059
2018-5-28,8213.88
2018-5-29,8169.5837
2018-5-30,7992.6065
2018-5-31,8148.4555
2018-6-1,8092.934
2018-6-4,8183.3737
2018-6-5,8244.5292
2018-6-6,8232.1555
2018-6-7,8225.7494
2018-6-8,8103.9551
2018-6-11,8103.9832
2018-6-12,8186.0313
2018-6-13,8124.9682
2018-6-14,8117.1135
2018-6-15,8089.7671
2018-6-19,7847.5557
2018-6-20,7855.6286
2018-6-21,7786.4459
2018-6-22,7811.2258
2018-6-25,7691.6769
2018-6-26,7617.525
2018-6-27,7482.07
2018-6-28,7408.4823
2018-6-29,7571.9502
2018-7-2,7336.9394
2018-7-3,7346.7178
2018-7-4,7279.3204
2018-7-5,7263.4989
2018-7-6,7315.6025
2018-7-9,7505.0188
2018-7-10,7514.8211
2018-7-11,7388.9465
2018-7-12,7530.8829
2018-7-13,7547.2931
2018-7-16,7483.3018
2018-7-17,7431.7718
2018-7-18,7407.3614
2018-7-19,7397.4169
2018-7-20,7574.6969
2018-7-23,7662.9377
2018-7-24,7780.1275
2018-7-25,7779.3935
2018-7-26,7695.2814
2018-7-27,7666.443
2018-7-30,7684.1973
2018-7-31,7693.1574
2018-8-1,7541.0652
2018-8-2,7391.0268
2018-8-3,7298.4174
2018-8-6,7227.1562
2018-8-7,7429.0429
2018-8-8,7328.7401
2018-8-9,7492.2413
2018-8-10,7495.2873
2018-8-13,7448.367
2018-8-14,7415.973
2018-8-15,7242.5529
2018-8-16,7215.3784
2018-8-17,7116.3818
2018-8-20,7203.7006
2018-8-21,7326.1697
2018-8-22,7301.8518
2018-8-23,7331.6677
2018-8-24,7357.1316
2018-8-27,7511.4137
2018-8-28,7493.1013
2018-8-29,7465.7409
2018-8-30,7393.9308
2018-8-31,7371.1818
2018-9-3,7350.2945
2018-9-4,7443.5829
2018-9-5,7290.9437
2018-9-6,7226.4234
2018-9-7,7276.0717
2018-9-10,7186.3819
2018-9-11,7161.1133
2018-9-12,7122.1675
2018-9-13,7206.4073
2018-9-14,7219.5376
2018-9-17,7138.9881
2018-9-18,7299.3344
2018-9-19,7383.6305
2018-9-20,7379.8699
2018-9-21,7614.865
2018-9-25,7550.7749
2018-9-26,7635.8982
2018-9-27,7614.6261
2018-9-28,7699.0155
2018-10-8,7377.6251
2018-10-9,7373.6997
2018-10-10,7375.8549
2018-10-11,7037.7268
2018-10-12,7145.1571
2018-10-15,7047.03
2018-10-16,7007.795
2018-10-17,7040.7824
2018-10-18,6863.7076
2018-10-19,7075.6546
2018-10-22,7365.9748
2018-10-23,7169.9227
2018-10-24,7202.9881
2018-10-25,7226.2484
2018-10-26,7176.0096
2018-10-29,6966.3032
2018-10-30,7053.0406
2018-10-31,7150.1995
2018-11-1,7179.416
2018-11-2,7414.903
2018-11-5,7350.7021
2018-11-6,7317.0013
2018-11-7,7268.7548
2018-11-8,7256.894
2018-11-9,7136.1559
2018-11-12,7198.2131
2018-11-13,7260.1817
2018-11-14,7186.2647
2018-11-15,7277.0732
2018-11-16,7300.5575
2018-11-19,7384.3611
2018-11-20,7232.9614
2018-11-21,7248.9769
2018-11-22,7217.0519
2018-11-23,7074.2063
2018-11-26,7076.4245
2018-11-27,7063.7584
2018-11-28,7144.4131
2018-11-29,7067.7247
2018-11-30,7140.9986
2018-12-3,7317.6406
2018-12-4,7344.3555
2018-12-5,7307.5743
2018-12-6,7168.0619
2018-12-7,7164.4128
2018-12-10,7100.9959
2018-12-11,7124.6802
2018-12-12,7146.8091
2018-12-13,7247.5464
2018-12-14,7132.321
2018-12-17,7134.9957
2018-12-18,7063.9885
2018-12-19,6986.0282
2018-12-20,6918.1071
2018-12-21,6846.1136
2018-12-24,6858.9576
2018-12-25,6809.0902
2018-12-26,6775.7515
2018-12-27,6758.8545
2018-12-28,6808.7962
